t,self_cells,foreign_antigens,B_cells,antibodies,Thelpers,danger_signals_and_ILs,bone_marrow_cells
2802,16103,0,94,0,96,0,202
2804,16105,0,97,0,95,1,202
2806,16107,0,100,0,94,2,202
2808,16109,0,106,0,93,2,202
2810,16105,0,107,0,93,0,202
2812,16111,0,111,0,85,2,202
2814,16110,0,107,0,84,0,203
2816,16112,0,107,0,80,0,203
2818,16111,0,108,0,83,0,203
2820,16114,0,107,0,83,1,203
2822,16118,0,103,0,85,1,203
2824,16119,0,105,0,86,1,203
2826,16124,0,108,0,85,0,203
2828,16126,0,103,0,84,0,203
2830,16130,0,98,0,92,0,203
2832,16137,0,100,0,93,1,203
2834,16137,0,91,0,93,2,203
2836,16140,0,84,0,95,1,204
2838,16145,0,81,0,88,1,204
2840,16146,0,85,0,92,1,204
2842,16148,0,87,0,93,0,204
2844,16151,0,87,0,94,1,204
2846,16154,0,84,0,99,0,204
2848,16156,0,83,0,96,1,204
2850,16157,0,87,0,97,3,204
2852,16155,0,90,0,96,1,206
2854,16156,0,93,0,97,4,206
2856,16157,0,96,0,94,0,206
2858,16161,0,103,0,94,2,206
2860,16162,0,102,0,92,2,206
2862,16168,0,102,0,94,0,206
2864,16171,0,100,0,97,2,206
2866,16175,0,99,0,95,0,207
2868,16179,0,98,0,92,2,207
2870,16181,0,93,0,94,2,207
2872,16186,0,94,0,92,0,207
2874,16189,0,92,0,93,0,209
2876,16189,0,86,0,93,0,209
2878,16192,0,79,0,87,0,209
2880,16194,0,77,0,87,1,209
2882,16197,0,79,0,89,1,209
2884,16197,0,79,0,89,1,209
2886,16194,0,80,0,91,2,209
2888,16194,0,83,0,87,2,209
2890,16195,0,86,0,82,0,209
2892,16195,0,83,0,86,0,209
2894,16193,0,82,0,87,0,209
2896,16196,0,83,0,87,1,209
2898,16196,0,87,0,87,4,209
2900,16199,0,87,0,83,1,209
2902,16204,0,94,0,83,0,209
2904,16202,0,90,0,91,0,209
2906,16202,0,89,0,87,1,209
2908,16204,0,83,0,92,0,209
2910,16205,0,81,0,98,2,209
2912,16207,0,84,0,104,1,209
2914,16213,0,88,0,95,0,209
2916,16215,0,89,0,92,2,209
2918,16218,0,90,0,99,0,209
2920,16221,0,91,0,97,3,209
2922,16222,0,94,0,93,1,210
2924,16221,0,95,0,92,2,210
2926,16223,0,92,0,92,1,210
2928,16225,0,92,0,95,0,211
2930,16227,0,91,0,96,1,211
2932,16230,0,91,0,98,2,211
2934,16231,0,89,0,98,1,211
2936,16236,0,94,0,100,1,211
2938,16236,0,97,0,99,0,211
2940,16237,0,98,0,96,0,211
2942,16237,0,99,0,95,1,211
2944,16236,0,102,0,100,0,211
2946,16242,0,104,0,108,1,211
2948,16245,0,109,0,104,0,211
2950,16246,0,107,0,110,0,211
2952,16249,0,101,0,108,2,211
2954,16249,0,105,0,107,0,211
2956,16252,0,107,0,111,1,211
2958,16254,0,101,0,111,2,212
2960,16252,0,103,0,108,0,212
2962,16256,0,102,0,108,0,213
2964,16260,0,101,0,107,2,213
2966,16264,0,99,0,107,1,213
2968,16267,0,95,0,116,1,213
2970,16271,0,95,0,115,1,214
2972,16272,0,93,0,114,1,214
2974,16273,0,89,0,116,2,214
2976,16273,0,86,0,110,0,214
2978,16277,0,97,0,107,0,214
2980,16276,0,95,0,115,0,214
2982,16275,0,96,0,107,0,214
2984,16278,0,93,0,105,0,215
2986,16281,0,93,0,103,0,215
2988,16282,0,90,0,103,0,215
2990,16284,0,94,0,100,1,215
2992,16288,0,93,0,98,0,216
2994,16291,0,97,0,95,1,216
2996,16294,0,98,0,86,1,216
2998,16294,0,95,0,84,0,217
3000,16297,0,101,0,80,1,217
3002,16299,357,104,0,81,1,218
3004,16300,351,108,0,89,1,218
3006,16303,368,110,0,88,3,218
3008,16304,373,107,0,85,0,218
3010,16308,386,110,0,93,4,218
3012,16313,392,105,0,95,1,218
3014,16315,396,108,0,96,6,218
3016,16319,409,106,0,98,4,220
3018,16320,415,113,0,98,7,220
3020,16318,411,120,0,99,2,220
3022,16318,419,131,0,102,2,220
3024,16322,417,130,0,105,2,220
3026,16323,412,134,0,102,3,220
3028,16322,403,143,0,108,2,220
3030,16325,391,139,2,111,0,220
3032,16326,371,143,3,112,4,220
3034,16325,346,151,4,113,1,220
3036,16331,316,158,4,111,2,220
3038,16329,287,150,4,105,2,220
3040,16329,257,147,4,103,2,221
3042,16330,220,160,7,98,4,221
3044,16336,171,164,14,101,5,221
3046,16338,124,161,16,102,2,222
3048,16340,78,160,27,102,5,222
3050,16341,54,155,31,104,4,222
3052,16346,31,157,40,102,5,222
3054,16347,13,158,64,106,5,222
3056,16349,11,153,86,107,4,222
3058,16353,9,155,110,109,1,222
3060,16353,7,146,122,104,3,222
3062,16357,6,136,148,102,6,222
3064,16357,5,130,172,109,2,222
3066,16357,3,128,188,111,1,222
3068,16359,3,116,196,113,4,222
3070,16360,2,113,213,111,7,222
3072,16364,2,118,220,103,6,222
3074,16369,2,122,227,108,4,222
3076,16373,2,128,226,106,5,222
3078,16374,2,124,234,101,5,222
3080,16374,2,122,223,108,4,223
3082,16379,2,119,212,100,1,224
3084,16381,2,116,209,103,6,224
3086,16383,2,117,201,98,3,226
3088,16385,1,114,189,91,3,226
3090,16390,1,113,190,89,2,226
3092,16392,1,112,187,92,2,226
3094,16390,1,117,187,92,4,226
3096,16390,1,116,189,98,0,226
3098,16391,1,114,187,101,6,226
3100,16395,1,117,183,100,3,226
3102,16399,220,118,43,102,4,226
3104,16400,214,120,46,101,4,227
3106,16398,202,128,51,105,1,227
3108,16398,191,133,55,98,1,228
3110,16398,186,137,52,99,3,228
3112,16397,176,133,54,106,6,228
3114,16399,176,137,54,107,1,228
3116,16398,161,140,56,104,2,229
3118,16399,151,140,67,102,4,229
3120,16399,138,140,73,101,2,229
3122,16399,118,135,78,101,2,229
3124,16398,104,133,79,100,3,229
3126,16398,93,133,83,104,2,229
3128,16398,77,130,85,102,2,229
3130,16402,66,132,78,107,2,229
3132,16407,52,128,85,107,3,229
3134,16407,35,128,86,105,6,229
3136,16406,23,116,84,108,2,229
3138,16411,18,112,92,110,1,229
3140,16413,13,118,88,108,2,229
3142,16415,11,114,98,103,4,229
3144,16417,10,117,108,104,2,230
3146,16423,7,115,107,105,0,230
3148,16428,7,108,112,116,1,230
3150,16433,7,105,116,109,3,230
3152,16436,6,106,116,105,1,230
3154,16438,5,107,109,104,3,230
3156,16442,5,103,110,98,6,230
3158,16444,5,105,108,91,2,230
3160,16446,3,106,107,95,1,231
3162,16445,3,106,107,98,3,231
3164,16450,3,107,103,94,1,231
3166,16452,3,104,100,88,4,231
3168,16455,3,102,100,87,1,231
3170,16460,3,100,99,85,0,231
3172,16463,3,97,89,79,3,231
3174,16464,3,105,95,78,3,231
3176,16466,2,102,93,80,1,231
3178,16470,2,105,92,86,3,231
3180,16472,1,103,88,85,4,231
3182,16473,1,94,80,87,2,231
3184,16475,1,93,83,90,1,232
3186,16475,1,96,83,92,2,232
3188,16478,1,90,79,94,2,232
3190,16479,1,87,77,96,5,232
3192,16483,1,86,71,97,0,232
3194,16487,1,87,63,100,7,233
3196,16491,1,92,64,101,1,233
3198,16491,0,93,62,106,3,233
3200,16492,0,89,59,103,1,233
3202,16495,0,90,56,108,2,233
3204,16497,0,94,55,110,2,233
3206,16497,0,95,53,111,5,233
3208,16497,0,93,48,110,4,234
3210,16498,0,100,44,108,1,234
3212,16501,0,99,40,112,2,234
3214,16502,0,93,39,112,2,236
3216,16503,0,97,37,113,0,236
3218,16506,0,97,35,109,0,236
3220,16505,0,103,31,108,3,236
3222,16512,0,107,28,114,1,236
3224,16514,0,98,27,112,3,236
3226,16513,0,98,24,113,2,236
3228,16516,0,100,22,115,1,236
3230,16519,0,105,19,117,1,236
3232,16514,0,106,17,113,3,236
3234,16512,0,104,15,116,1,236
3236,16511,0,105,14,113,1,237
3238,16513,0,104,13,117,2,237
3240,16518,0,112,12,119,0,238
3242,16514,0,108,12,122,0,238
3244,16513,0,113,12,119,0,239
3246,16512,0,111,11,116,0,239
3248,16511,0,117,11,115,1,239
3250,16513,0,116,11,108,2,239
3252,16520,0,117,9,108,0,239
3254,16521,0,115,9,110,1,239
3256,16525,0,112,9,114,1,239
3258,16529,0,113,9,118,0,240
3260,16533,0,108,8,111,0,240
3262,16533,0,110,6,112,1,240
3264,16539,0,116,6,110,3,241
3266,16544,0,115,6,107,2,242
3268,16545,0,114,6,106,1,242
3270,16547,0,118,6,104,0,242
3272,16550,0,119,5,100,2,242
3274,16547,0,115,4,99,2,242
3276,16546,0,117,3,98,0,242
3278,16542,0,113,2,103,0,242
3280,16543,0,114,2,102,1,242
3282,16543,0,122,2,111,1,242
3284,16546,0,119,2,105,0,242
3286,16545,0,110,2,107,1,242
3288,16548,0,110,1,106,0,242
3290,16552,0,110,1,105,0,243
3292,16555,0,111,1,105,0,243
3294,16560,0,112,1,104,1,243
3296,16563,0,106,1,108,0,245
3298,16563,0,105,1,113,1,245
3300,16562,0,109,1,114,0,245
3302,16563,0,106,1,113,4,245
3304,16565,0,109,1,118,0,245
3306,16569,0,113,1,118,1,246
3308,16568,0,108,1,124,3,246
3310,16570,0,107,1,120,1,246
3312,16572,0,104,1,117,3,246
3314,16571,0,107,1,119,1,246
3316,16575,0,109,1,119,0,246
3318,16576,0,107,1,121,2,247
3320,16580,0,109,1,116,0,247
3322,16577,0,112,1,116,1,247
3324,16574,0,109,0,118,4,247
3326,16574,0,108,0,117,1,247
3328,16574,0,105,0,115,0,247
3330,16579,0,103,0,118,0,247
3332,16579,0,101,0,113,3,247
3334,16578,0,102,0,119,2,247
3336,16577,0,104,0,120,1,248
3338,16576,0,107,0,120,3,248
3340,16580,0,111,0,121,0,249
3342,16580,0,105,0,124,0,250
3344,16583,0,101,0,119,3,250
3346,16585,0,101,0,126,2,250
3348,16588,0,99,0,115,1,250
3350,16589,0,97,0,120,1,250
3352,16594,0,96,0,118,2,250
3354,16595,0,98,0,114,1,250
3356,16597,0,104,0,114,0,250
3358,16597,0,98,0,112,2,250
3360,16600,0,93,0,109,1,250
3362,16600,0,99,0,108,2,250
3364,16602,0,96,0,116,3,250
3366,16607,0,103,0,120,1,250
3368,16613,0,102,0,119,1,250
3370,16617,0,101,0,120,1,250
3372,16622,0,102,0,119,0,250
3374,16626,0,100,0,118,0,250
3376,16630,0,95,0,110,0,250
3378,16631,0,100,0,111,1,250
3380,16635,0,95,0,111,0,250
3382,16637,0,96,0,113,0,250
3384,16643,0,94,0,110,0,250
3386,16643,0,90,0,104,0,250
3388,16641,0,95,0,111,1,250
3390,16641,0,93,0,109,0,250
3392,16646,0,93,0,103,1,250
3394,16644,0,94,0,109,1,250
3396,16650,0,93,0,112,0,250
3398,16652,0,96,0,115,1,250
3400,16653,0,95,0,117,1,250
3402,16658,0,96,0,113,0,250
3404,16664,0,99,0,111,0,251
3406,16663,0,100,0,111,1,251
3408,16665,0,99,0,112,0,251
3410,16668,0,106,0,116,1,251
3412,16673,0,109,0,115,0,251
3414,16673,0,109,0,117,2,251
3416,16673,0,115,0,117,0,251
3418,16673,0,120,0,121,2,251
3420,16675,0,118,0,120,1,251
3422,16672,0,116,0,122,0,251
3424,16670,0,115,0,128,1,251
3426,16667,0,115,0,132,0,251
3428,16665,0,120,0,134,0,251
3430,16661,0,123,0,132,1,251
3432,16660,0,125,0,129,2,251
3434,16655,0,126,0,131,0,252
3436,16655,0,123,0,127,1,252
3438,16654,0,123,0,129,3,252
3440,16653,0,120,0,128,1,252
3442,16647,0,123,0,122,1,252
3444,16645,0,122,0,123,3,252
3446,16642,0,124,0,127,0,253
3448,16647,0,125,0,128,1,253
3450,16648,0,124,0,127,1,253
3452,16647,0,122,0,127,1,253
3454,16640,0,122,0,122,2,253
3456,16639,0,117,0,120,0,254
3458,16640,0,115,0,115,2,255
3460,16638,0,118,0,119,0,255
3462,16632,0,112,0,130,1,255
3464,16630,0,106,0,125,2,255
3466,16629,0,106,0,120,1,255
3468,16630,0,107,0,125,1,255
3470,16631,0,110,0,123,0,255
3472,16627,0,110,0,128,0,255
3474,16626,0,111,0,128,0,256
3476,16628,0,116,0,132,0,256
3478,16627,0,115,0,127,0,256
3480,16625,0,113,0,128,4,256
3482,16621,0,114,0,128,2,256
3484,16619,0,118,0,132,0,256
3486,16616,0,118,0,131,1,256
3488,16611,0,124,0,136,4,256
3490,16610,0,125,0,134,0,256
3492,16608,0,123,0,141,0,256
3494,16609,0,129,0,134,1,256
3496,16606,0,125,0,140,3,256
3498,16606,0,120,0,145,1,256
3500,16602,0,133,0,147,1,256
3502,16602,0,138,0,152,0,256
3504,16603,0,137,0,151,3,256
3506,16600,0,136,0,151,0,256
3508,16599,0,130,0,151,0,256
3510,16595,0,132,0,147,1,256
3512,16588,0,128,0,142,0,256
3514,16591,0,125,0,139,1,256
3516,16590,0,126,0,139,2,257
3518,16592,0,129,0,134,1,257
3520,16592,0,127,0,127,2,258
3522,16589,0,126,0,131,0,258
3524,16594,0,127,0,129,2,258
3526,16597,0,133,0,131,0,258
3528,16599,0,127,0,129,0,258
3530,16602,0,124,0,128,0,258
3532,16602,0,119,0,130,1,258
3534,16603,0,114,0,130,3,258
3536,16603,0,109,0,128,0,258
3538,16605,0,114,0,119,0,258
3540,16609,0,115,0,118,0,258
3542,16612,0,107,0,122,0,258
3544,16612,0,112,0,120,0,258
3546,16615,0,113,0,114,0,258
3548,16620,0,111,0,110,2,258
3550,16623,0,110,0,110,1,258
3552,16626,0,112,0,114,0,258
3554,16630,0,116,0,114,0,258
3556,16635,0,116,0,116,0,258
3558,16638,0,121,0,115,0,258
3560,16640,0,121,0,109,0,258
3562,16640,0,117,0,106,1,258
3564,16641,0,116,0,104,0,258
3566,16644,0,119,0,106,1,258
3568,16649,0,117,0,108,1,258
3570,16649,0,121,0,103,0,258
3572,16652,0,125,0,108,1,258
3574,16651,0,124,0,108,1,258
3576,16654,0,127,0,106,1,258
3578,16657,0,127,0,107,0,258
3580,16660,0,129,0,100,3,258
3582,16662,0,134,0,99,1,258
3584,16662,0,131,0,94,0,258
3586,16662,0,124,0,101,2,259
3588,16664,0,127,0,105,1,259
3590,16669,0,121,0,105,0,259
3592,16673,0,120,0,103,1,260
3594,16677,0,128,0,111,1,260
3596,16679,0,126,0,108,1,260
3598,16683,0,122,0,101,2,260
3600,16684,0,120,0,98,0,260
3602,16690,0,119,0,101,0,260
3604,16694,0,117,0,104,0,260
3606,16699,0,118,0,111,0,260
3608,16699,0,112,0,109,0,260
3610,16701,0,108,0,107,0,260
3612,16703,0,109,0,108,0,260
3614,16702,0,110,0,108,0,260
3616,16705,0,101,0,112,1,260
3618,16707,0,103,0,118,0,260
3620,16709,0,105,0,114,1,260
3622,16710,0,103,0,120,0,260
3624,16712,0,101,0,114,1,260
3626,16711,0,102,0,116,0,260
3628,16713,0,105,0,109,1,260
3630,16718,0,109,0,106,1,260
3632,16718,0,112,0,109,0,260
3634,16722,0,111,0,109,0,260
3636,16722,0,115,0,108,0,260
3638,16723,0,115,0,102,0,260
3640,16725,0,110,0,102,0,260
3642,16727,0,113,0,100,0,260
3644,16729,0,114,0,95,1,261
3646,16728,0,117,0,92,1,261
3648,16731,0,117,0,98,0,261
3650,16735,0,120,0,94,0,261
3652,16735,0,121,0,96,1,261
3654,16733,0,119,0,95,2,261
3656,16732,0,116,0,93,1,261
3658,16729,0,114,0,96,0,261
3660,16730,0,112,0,101,0,262
3662,16729,0,109,0,97,1,262
3664,16728,0,105,0,101,3,262
3666,16728,0,103,0,108,3,262
3668,16730,0,107,0,122,1,263
3670,16734,0,108,0,126,2,263
3672,16731,0,106,0,123,1,263
3674,16729,0,102,0,127,1,263
3676,16733,0,105,0,136,3,263
3678,16732,0,107,0,133,1,263
3680,16730,0,101,0,131,1,263
3682,16730,0,98,0,133,1,263
3684,16729,0,102,0,131,0,264
3686,16727,0,109,0,132,1,264
3688,16727,0,106,0,133,1,264
3690,16728,0,104,0,132,0,264
3692,16730,0,107,0,127,0,264
3694,16728,0,108,0,126,1,264
3696,16731,0,109,0,132,0,264
3698,16733,0,117,0,135,2,264
3700,16734,0,118,0,136,0,264
3702,16734,0,118,0,142,1,264
3704,16736,0,118,0,138,2,264
3706,16738,0,121,0,143,0,264
3708,16739,0,124,0,135,0,264
3710,16742,0,127,0,133,0,264
3712,16741,0,125,0,130,1,264
3714,16738,0,120,0,134,1,264
3716,16740,0,118,0,127,1,264
3718,16740,0,113,0,124,0,264
3720,16741,0,113,0,123,1,264
3722,16744,0,108,0,129,1,264
3724,16741,0,107,0,123,0,264
3726,16741,0,109,0,126,3,264
3728,16741,0,108,0,130,0,264
3730,16736,0,115,0,124,2,264
3732,16736,0,118,0,121,2,264
3734,16737,0,121,0,121,1,264
3736,16731,0,119,0,121,2,264
3738,16723,0,118,0,122,0,264
3740,16721,0,118,0,116,1,264
3742,16721,0,125,0,118,0,264
3744,16719,0,120,0,115,2,264
3746,16721,0,121,0,113,1,264
3748,16722,0,118,0,114,0,264
3750,16720,0,123,0,118,1,264
3752,16720,0,124,0,125,4,265
3754,16720,0,125,0,122,2,265
3756,16719,0,120,0,123,2,265
3758,16715,0,119,0,117,2,266
3760,16714,0,115,0,113,1,266
3762,16714,0,114,0,117,0,266
3764,16713,0,113,0,116,3,266
3766,16713,0,110,0,113,0,266
3768,16715,0,114,0,112,3,266
3770,16716,0,113,0,115,1,266
3772,16719,0,115,0,114,1,266
3774,16717,0,119,0,111,1,266
3776,16722,0,121,0,111,0,266
3778,16721,0,124,0,111,1,266
3780,16716,0,132,0,110,1,266
3782,16708,0,128,0,107,0,267
3784,16707,0,132,0,116,2,267
3786,16706,0,131,0,113,1,267
3788,16704,0,131,0,113,0,267
3790,16702,0,134,0,109,0,267
3792,16699,0,133,0,112,2,267
3794,16700,0,135,0,109,2,267
3796,16703,0,131,0,103,3,267
3798,16701,0,127,0,99,1,267
3800,16697,0,118,0,102,0,267
3802,16700,0,120,0,96,2,267
3804,16698,0,118,0,98,0,267
3806,16696,0,125,0,95,0,267
3808,16696,0,120,0,101,3,267
3810,16697,0,124,0,109,1,267
3812,16699,0,125,0,111,1,267
3814,16701,0,132,0,113,1,268
3816,16702,0,131,0,116,0,268
3818,16707,0,129,0,118,1,268
3820,16708,0,131,0,108,1,268
3822,16708,0,127,0,106,2,268
3824,16708,0,126,0,108,0,268
3826,16707,0,123,0,104,0,268
3828,16709,0,119,0,98,1,268
3830,16710,0,114,0,92,1,268
3832,16713,0,110,0,98,0,268
3834,16714,0,110,0,97,1,268
3836,16714,0,117,0,94,0,269
3838,16716,0,110,0,95,0,269
3840,16718,0,116,0,92,0,269
3842,16721,0,114,0,94,1,269
3844,16722,0,116,0,100,1,269
3846,16723,0,119,0,104,1,269
3848,16722,0,117,0,105,0,269
3850,16724,0,116,0,104,0,269
3852,16727,0,119,0,111,0,269
3854,16727,0,115,0,118,0,269
3856,16731,0,116,0,117,0,269
3858,16731,0,111,0,116,0,269
3860,16733,0,108,0,118,0,270
3862,16732,0,106,0,123,1,270
3864,16733,0,109,0,127,0,270
3866,16738,0,111,0,123,0,270
3868,16741,0,112,0,124,1,270
3870,16739,0,105,0,124,0,270
3872,16736,0,106,0,126,1,270
3874,16740,0,106,0,132,0,270
3876,16736,0,109,0,135,1,270
3878,16739,0,105,0,137,0,271
3880,16740,0,108,0,134,0,271
3882,16742,0,108,0,131,0,271
3884,16746,0,98,0,126,1,271
3886,16748,0,98,0,121,0,271
3888,16751,0,102,0,125,1,271
3890,16752,0,101,0,123,0,271
3892,16750,0,102,0,120,0,271
3894,16750,0,100,0,123,0,271
3896,16754,0,101,0,116,2,271
3898,16756,0,109,0,121,0,271
3900,16757,0,112,0,129,0,271
3902,16759,0,117,0,130,1,271
3904,16759,0,117,0,135,0,271
3906,16762,0,110,0,140,1,271
3908,16758,0,112,0,142,0,271
3910,16756,0,111,0,143,0,271
3912,16757,0,108,0,152,3,271
3914,16756,0,101,0,146,0,271
3916,16754,0,101,0,142,0,271
3918,16756,0,102,0,146,1,271
3920,16762,0,104,0,149,0,271
3922,16764,0,99,0,156,0,272
3924,16768,0,103,0,156,0,273
3926,16769,0,106,0,151,2,274
3928,16766,0,108,0,152,0,274
3930,16765,0,107,0,149,0,275
3932,16764,0,108,0,147,0,276
3934,16767,0,98,0,148,0,276
3936,16769,0,98,0,144,1,276
3938,16770,0,95,0,147,0,276
3940,16772,0,102,0,142,0,276
3942,16775,0,100,0,145,1,276
3944,16774,0,103,0,143,0,276
3946,16777,0,105,0,145,0,276
3948,16779,0,101,0,144,4,276
3950,16780,0,104,0,146,0,276
3952,16781,0,102,0,154,0,276
3954,16782,0,102,0,152,0,277
3956,16781,0,101,0,153,0,277
3958,16785,0,108,0,155,0,277
3960,16786,0,105,0,156,1,277
3962,16789,0,107,0,147,0,277
3964,16788,0,110,0,140,1,277
3966,16788,0,115,0,136,0,277
3968,16792,0,118,0,129,0,277
3970,16795,0,125,0,125,0,277
3972,16791,0,124,0,126,0,277
3974,16790,0,128,0,128,0,277
3976,16789,0,120,0,131,2,277
3978,16791,0,111,0,119,0,277
3980,16791,0,108,0,122,0,277
3982,16789,0,104,0,125,0,277
3984,16788,0,111,0,128,0,277
3986,16791,0,110,0,125,1,277
3988,16791,0,104,0,130,0,277
3990,16793,0,100,0,129,3,277
3992,16794,0,104,0,127,0,277
3994,16800,0,109,0,130,1,277
3996,16800,0,105,0,129,1,277
3998,16801,0,106,0,122,0,277
4000,16801,0,109,0,128,0,277
